name,networth,country,source,rank,age,residence,citizenship,status,children,education,self_made,degree,university,longitude,latitude,combined
Bill Malhotra,1.2,Canada,real estate,2378,71.0,"Ottawa, Canada",Canada,Married,2.0,"Bachelor of Engineering, Birla Institute of Technology and Science (BITS) - Pilani",True,Bachelor of Engineering, Birla Institute of Technology and Science (BITS) - Pilani,-75.690308,45.421106,bill-malhotra
Jorge Mas,1.2,United States,Construction,2378,58.0,"Miami, Florida",United States,Married,3.0,"Master of Business Administration, University of Miami",False,Master of Business Administration, University of Miami,-80.19362,25.7741728,jorge-mas
Muneaki Masuda,1.2,Japan,retail,2378,70.0,"Osaka, Japan",Japan,Married,2.0,"Bachelor of Arts/Science, Doshisha University",True,Bachelor of Arts/Science, Doshisha University,135.490357,34.6198813,muneaki-masuda
Andrei Molchanov,1.2,Russia,construction materials,2378,49.0,"Moscow, Russia",Russia,Married,6.0,"Masters of Public Administration, Russian State Academy of Management; Bachelor of Arts/Science, St Petersburg State University",True,Masters of Public Administration," Russian State Academy of Management; Bachelor of Arts/Science, St Petersburg State University",37.6174943,55.7504461,andrei-molchanov
Ulrich Mommert & family,1.2,Austria,lighting,2378,80.0,,Austria,,,,True,,,13.2,47.2,ulrich-mommert
Taichiro Motoe,1.2,Japan,Internet services,2378,45.0,"Kashiwa, Japan",Japan,,,,True,,,139.9756876,35.8676218,taichiro-motoe
Mou Jinxiang,1.2,China,chemicals,2378,67.0,"Taizhou, China",China,,,,True,,,121.4163876,28.6581723,mou-jinxiang
Udo Mueller,1.2,Germany,advertising,2378,59.0,"Cologne, Germany",Germany,,,,True,,,6.959974,50.938361,udo-mueller
Nguyen Dang Quang,1.2,Vietnam,"consumer products, banking",2378,57.0,"Ho Chi Minh City, Vietnam",Vietnam,Married,3.0,,True,,,106.7017555,10.7758439,nguyen-dang-quang
Simon Nixon,1.2,United Kingdom,price comparison website,2378,53.0,"St. Brelade, Jersey, United Kingdom",United Kingdom,Single,,"Drop Out, Nottingham University",True,Drop Out, Nottingham University,-2.13753,49.2167,simon-nixon
Liora Ofer,1.2,Israel,investments,2378,67.0,"Tel Aviv, Israel",Israel,Separated,2.0,,False,,,34.7818064,32.0852997,liora-ofer
Roberto Ongpin,1.2,Philippines,diversified,2378,84.0,"Manila, Philippines",Philippines,Married,4.0,"Master of Business Administration, Harvard University",True,Master of Business Administration, Harvard University,120.9809674,14.5907332,roberto-ongpin
Eren Ozmen,1.2,United States,aerospace,2378,62.0,"Reno, Nevada",United States,Married,2.0,"Master of Business Administration, University of Nevada at Reno",True,Master of Business Administration, University of Nevada at Reno,-119.8126581,39.5261206,eren-ozmen
Fatih Ozmen,1.2,United States,aerospace,2378,63.0,"Reno, Nevada",United States,Married,,,True,,,-119.8126581,39.5261206,fatih-ozmen
Chamath Palihapitiya,1.2,United States,★,2378,44.0,"Atherton, California",United States,In Relationship,3.0,"Bachelor of Engineering, University of Waterloo",True,Bachelor of Engineering, University of Waterloo,-122.2058272,37.453773,chamath-palihapitiya
Murdaya Poo,1.2,Indonesia,diversified,2378,80.0,"Jakarta, Indonesia",Indonesia,Married,4.0,,False,,,106.827183,-6.1753942,murdaya-poo
G.V. Prasad,1.2,India,pharmaceuticals,2378,60.0,"Hyderabad, India",India,Married,3.0,"Bachelor of Science in Engineering, Illinois Institute of Technology; Master, Purdue University",False,Bachelor of Science in Engineering," Illinois Institute of Technology; Master, Purdue University",78.4740613,17.360589,g.v.-prasad
Michael Price,1.2,United States,investments,2378,68.0,"Far Hills, New Jersey",United States,Married,4.0,"Bachelor of Arts/Science, University of Oklahoma",False,Bachelor of Arts/Science, University of Oklahoma,-74.6357148,40.684268,michael-price
Qin Qingping & family,1.2,China,coal & coke,2378,58.0,"Dezhou, China",China,Married,,,True,,,116.305416,37.4486676,qin-qingping
Qiu Dongxu,1.2,Canada,pharmaceutical,2378,61.0,"Tianjin, China",Canada,,,,True,,,117.1951073,39.0856735,qiu-dongxu
Rao Wei & family,1.2,China,pharmaceuticals,2378,56.0,"Shenzhen, China",China,,,"Doctorate, Wuhan University of Technology",True,Doctorate, Wuhan University of Technology,114.0543297,22.555454,rao-wei
Andrei Rappoport,1.2,Russia,investments,2378,57.0,"Moscow, Russia",Russia,Married,2.0,"Bachelor of Arts/Science, Donetsk National University",True,Bachelor of Arts/Science, Donetsk National University,37.6174943,55.7504461,andrei-rappoport
Dani Reiss,1.2,Canada,down jackets,2378,47.0,"Toronto, Canada",Canada,Married,,"Bachelor of Arts/Science, University of Toronto",False,Bachelor of Arts/Science, University of Toronto,-79.3839347,43.6534817,dani-reiss
Ren Zhengfei,1.2,China,telecom equipment,2378,77.0,"Shenzhen, China",China,,,,True,,,114.0543297,22.555454,ren-zhengfei
Duke Reyes,1.2,United States,beer distribution,2378,64.0,"Palm Beach, Florida",United States,Married,,,False,,,-80.4494174,26.6279798,duke-reyes
Boris Rotenberg,1.2,Russia,"construction, pipes, chemicals",2378,64.0,"Moscow, Russia",Russia,Married,5.0,"Bachelor of Arts/Science, Leningrad Institute of Physical Culture",True,Bachelor of Arts/Science, Leningrad Institute of Physical Culture,37.6174943,55.7504461,boris-rotenberg
Chris Sacca,1.2,United States,venture capital investing,2378,45.0,"Truckee, California",United States,Married,2.0,"Bachelor of Arts/Science, Georgetown University; Doctor of Jurisprudence, Georgetown University",True,Bachelor of Arts/Science," Georgetown University; Doctor of Jurisprudence, Georgetown University",-120.1832533,39.327962,chris-sacca
Alexander Samwer,1.2,Germany,tech investments,2378,46.0,"Munich, Germany",Germany,Married,1.0,"Master of Business Administration, Harvard Business School; Master of Arts, Oxford University",True,Master of Business Administration," Harvard Business School; Master of Arts, Oxford University",11.5753822,48.1371079,alexander-samwer
Marc Samwer,1.2,Germany,tech investments,2378,50.0,"Munich, Germany",Germany,Married,2.0,"LLM, University of Cologne",True,LLM, University of Cologne,11.5753822,48.1371079,marc-samwer
Hajime Satomi,1.2,Japan,"video games, pachinko",2378,79.0,"Tokyo, Japan",Japan,Married,3.0,,True,,,139.7594549,35.6828387,hajime-satomi
James Scapa,1.2,United States,software,2378,64.0,"Atherton, California",United States,Married,4.0,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, University of Michigan",True,Bachelor of Arts/Science," Columbia University; Master of Business Administration, University of Michigan",-122.2058272,37.453773,james-scapa
Albert Shigaboutdinov,1.2,Russia,"refinery, chemicals",2378,68.0,"Kazan, Russia",Russia,Married,2.0,"Bachelor of Arts/Science, Kazan State Technical University",True,Bachelor of Arts/Science, Kazan State Technical University,49.1242266,55.7823547,albert-shigaboutdinov
Kavita Singhania,1.2,India,cement,2378,59.0,"Chennai, India",India,Widowed,,,False,,,80.270186,13.0836939,kavita-singhania
Ronald Slabke,1.2,Germany,fintech,2378,,"Berlin, Germany",Germany,,,,True,,,13.3888599,52.5170365,ronald-slabke
Mike Speiser,1.2,United States,software,2378,50.0,"San Francisco, California",United States,Single,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Arizona",True,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, University of Arizona",-122.419906,37.7790262,mike-speiser
Michael Steinhardt,1.2,United States,hedge funds,2378,80.0,"Mount Kisco, New York",United States,Married,,University of Pennsylvania,True,University of Pennsylvania,,-73.7270761,41.2042616,michael-steinhardt
Nik Storonsky,1.2,United Kingdom,fintech,2378,36.0,"London, United Kingdom",United Kingdom,Married,2.0,"Master of Science, Moscow Institute of Physics and Technology",True,Master of Science, Moscow Institute of Physics and Technology,-0.1276474,51.5073219,nik-storonsky
Sergei Sudarikov,1.2,Russia,"finance, development",2378,49.0,"Moscow, Russia",Russia,Married,3.0,"Master of Science, Moscow State University",True,Master of Science, Moscow State University,37.6174943,55.7504461,sergei-sudarikov
Winarko Sulistyo,1.2,Indonesia,paper and pulp,2378,75.0,"Jakarta, Indonesia",Indonesia,Married,1.0,,True,,,106.827183,-6.1753942,winarko-sulistyo
Rustem Sulteev,1.2,Russia,"refinery, chemicals",2378,67.0,"Kazan, Russia",Russia,Married,2.0,"Bachelor of Arts/Science, Kazan Institute of Civil Engineering",True,Bachelor of Arts/Science, Kazan Institute of Civil Engineering,49.1242266,55.7823547,rustem-sulteev
Sam Tarascio,1.2,Australia,real estate,2378,76.0,"Melbourne, Australia",Australia,Married,3.0,,True,,,144.960964,-37.8077694,sam-tarascio
Nutchamai Thanombooncharoen,1.2,Thailand,energy drinks,2378,59.0,"Bangkok, Thailand",Thailand,Married,2.0,"Bachelor of Arts/Economics, Silpakorn University; Master of Arts, Thammasat University",True,Bachelor of Arts/Economics," Silpakorn University; Master of Arts, Thammasat University",100.4930399,13.7544238,nutchamai-thanombooncharoen
Laurie Tisch,1.2,United States,"insurance, NFL team",2378,70.0,"New York, New York",United States,Divorced,2.0,,False,,,-74.00601519999999,40.7127281,laurie-tisch
Steven Tisch,1.2,United States,insurance,2378,72.0,"Beverly Hills, California",United States,,5.0,,False,,,-118.3963062,34.0696501,steven-tisch
Robert Toll,1.2,United States,home building,2378,80.0,"Miami Beach, Florida",United States,Married,5.0,"Bachelor of Arts/Science, Cornell University; LLB, University of Pennsylvania",True,Bachelor of Arts/Science," Cornell University; LLB, University of Pennsylvania",-80.13530059999999,25.7929198,robert-toll
Thomas Tull,1.2,United States,"movies, investments",2378,50.0,"Pittsburgh, Pennsylvania",United States,Married,,,True,,,-79.9900861,40.4416941,thomas-tull
Thongma Vijitpongpun,1.2,Thailand,real estate,2378,63.0,"Bangkok, Thailand",Thailand,Married,1.0,,True,,,100.4930399,13.7544238,thongma-vijitpongpun
Thomas von Koch,1.2,Sweden,asset management,2378,55.0,"Hong Kong, Hong Kong",Sweden,Married,,,True,,,114.1628131,22.2793278,thomas-von-koch
Wan Feng & family,1.2,China,medical equipment,2378,52.0,"Shenzhen, China",China,,,,True,,,114.0543297,22.555454,wan-feng
Wang Fuji,1.2,China,pharmaceuticals,2378,,"Zhangzhou, China",China,,,,True,,,117.6424895,24.5164639,wang-fuji
Wang Jianyi,1.2,China,fiber optic cables,2378,58.0,"Hangzhou, China",China,Married,,"Associate in Arts/Science, Zhejiang University of Technology",True,Associate in Arts/Science, Zhejiang University of Technology,120.2052342,30.2489634,wang-jianyi
Wang Qunbin,1.2,China,conglomerate,2378,,"Shanghai, China",China,,,"Bachelor of Arts/Science, Fudan University",True,Bachelor of Arts/Science, Fudan University,121.4692071,31.2322758,wang-qunbin
Wang Ren-sheng,1.2,Taiwan,retail,2378,89.0,"Zhengzhou, China",Taiwan,Married,3.0,National Taitung University,True,National Taitung University,,113.6191483,34.7487244,wang-ren-sheng
Wang Shumin,1.2,China,manufacturing,2378,64.0,"Beijing, China",China,,,,True,,,116.3912757,39.906217,wang-shumin
Allan Wong,1.2,Hong Kong,electronics,2378,71.0,"Hong Kong, Hong Kong",Hong Kong,Widowed,2.0,"Bachelor of Science in Engineering, University of Hong Kong; Master of Science, University of Wisconsin",True,Bachelor of Science in Engineering," University of Hong Kong; Master of Science, University of Wisconsin",114.1628131,22.2793278,allan-wong
Wu Li-gann,1.2,Taiwan,electronic components,2378,80.0,"Kaohsiung, Taiwan",Taiwan,Married,,"Bachelor of Arts/Science, Tunghai University",True,Bachelor of Arts/Science, Tunghai University,120.3120375,22.6203348,wu-li-gann
Xiang Guangda,1.2,China,metals,2378,63.0,"Wenzhou, China",China,,,,True,,,120.695345,27.9963899,xiang-guangda
Xiong Haitao,1.2,China,plastics/investment,2378,57.0,"Guangzhou, China",China,Married,,,True,,,113.2592945,23.1301964,xiong-haitao
Xu Guifen & family,1.2,China,food,2378,70.0,"Nanchang, China",China,Married,,,True,,,115.8540042,28.687547,xu-guifen
Yao Liangbo,1.2,China,furniture retailing,2378,52.0,"Guangzhou, China",China,,,,True,,,113.2592945,23.1301964,yao-liangbo
Yi Xianzhong & family,1.2,China,pharmaceuticals,2378,62.0,"Guangzhou, China",China,,,,True,,,113.2592945,23.1301964,yi-xianzhong
Yu Xuefeng,1.2,Canada,pharmaceuticals,2378,58.0,"Tianjin, China",Canada,,,,True,,,117.1951073,39.0856735,yu-xuefeng
Yuan Jiandong & family,1.2,China,pharmaceuticals,2378,,"Suzhou, China",China,,,"Bachelor of Arts/Science, Peking University; Doctorate, State University of New York at Albany",True,Bachelor of Arts/Science," Peking University; Doctorate, State University of New York at Albany",120.5810725,31.3016935,yuan-jiandong
Alan Zekelman,1.2,Canada,steel,2378,58.0,"Bloomfield Hills, Michigan",Canada,,,"Master of Science, University of Rochester; Bachelor of Commerce, University of Toronto",False,Master of Science," University of Rochester; Bachelor of Commerce, University of Toronto",-83.24548830000001,42.583645,alan-zekelman
Zhang Chuanwei & family,1.2,China,machinery,2378,58.0,"Zhongshan, China",China,Married,,,True,,,113.3656141,22.5213807,zhang-chuanwei
Zhang Xi,1.2,China,chemicals,2378,47.0,"Dongying, China",China,Married,,"Master, University of Houston",True,Master, University of Houston,118.6689349,37.4334738,zhang-xi
Zhang Xuanning,1.2,China,retail,2378,50.0,"Fuzhou, China",China,,,,True,,,116.3530413,27.9511188,zhang-xuanning
Zhao Dongping,1.2,China,technology,2378,44.0,"Changsha, China",China,,,,True,,,112.9335861,28.2302056,zhao-dongping
Zheng Jianjiang & family,1.2,China,electrical equipment,2378,60.0,"Ningbo, China",China,Married,,,True,,,121.6203873,29.8622194,zheng-jianjiang
Zheng Xiaodong,1.2,China,manufacturing,2378,57.0,"Shanghai, China",China,,,,True,,,121.4692071,31.2322758,zheng-xiaodong
Zhou Minghua,1.2,China,pharmaceutical,2378,57.0,"Linhai, China",China,,,"Bachelor of Science, Zhejiang University of Technology",True,Bachelor of Science, Zhejiang University of Technology,121.1419179,28.8602058,zhou-minghua
Zhou Ruxin,1.2,China,Navigation,2378,58.0,"Beijing, China",China,,,"Master of Business Administration, Beijing University; Master of Science, Nankai University",True,Master of Business Administration," Beijing University; Master of Science, Nankai University",116.3912757,39.906217,zhou-ruxin
Zhou Wen & family,1.2,China,chemicals,2378,56.0,"Shanghai, China",China,Married,,,True,,,121.4692071,31.2322758,zhou-wen
Zhou Yifeng & family,1.2,China,liquefied petroleum gas,2378,42.0,"Zhangjiagang, China",China,Married,,,True,,,120.5514595,31.8782976,zhou-yifeng
Radhe Shyam Agarwal,1.1,India,consumer goods,2524,76.0,"Kolkata, India",India,Married,3.0,"LLB, Calcutta University; M.Com, Calcutta University; Chartered Accountant, Institute of Chartered Accountants of India; Company Secretary, Institute of Company Secretaries of India",True,LLB," Calcutta University; M.Com, Calcutta University; Chartered Accountant, Institute of Chartered Accountants of India; Company Secretary, Institute of Company Secretaries of India",88.36388150000001,22.5726723,radhe-shyam-agarwal
Danna Azrieli,1.1,Israel,Real estate,2524,53.0,"Herzliya, Israel",Israel,,,,False,,,34.8469023,32.1656255,danna-azrieli
Naomi Azrieli,1.1,Canada,Real estate,2524,55.0,"Toronto, Canada",Canada,,,,False,,,-79.3839347,43.6534817,naomi-azrieli
Sharon Azrieli,1.1,Canada,Real estate,2524,60.0,"Montreal, Canada",Canada,,,,False,,,-73.61036420000001,45.4972159,sharon-azrieli
Bai Houshan,1.1,China,lithium battery,2524,57.0,"Ningbo, China",China,,,,True,,,121.6203873,29.8622194,bai-houshan
Binny Bansal,1.1,India,flipkart,2524,38.0,"Singapore, Singapore",India,Married,2.0,"Bachelor of Science in Engineering, Indian Institute of Technology",True,Bachelor of Science in Engineering, Indian Institute of Technology,103.8194992,1.357107,binny-bansal
Eduardo Belmont Anderson,1.1,Peru,cosmetics,2524,75.0,"Lima, Peru",Peru,Married,3.0,"Bachelor of Arts/Science, University of North Carolina, Chapel Hill",True,Bachelor of Arts/Science," University of North Carolina, Chapel Hill",-77.0365256,-12.0621065,eduardo-belmont-anderson
John Bicket,1.1,United States,sensor systems,2524,41.0,"San Francisco, California",United States,Married,2.0,"Bachelor of Science, Cornell University; Master of Science, Massachusetts Institute of Technology",True,Bachelor of Science," Cornell University; Master of Science, Massachusetts Institute of Technology",-122.419906,37.7790262,john-bicket
Sanjit Biswas,1.1,United States,sensor systems,2524,39.0,"San Francisco, California",United States,Married,3.0,"Master of Science, Massachusetts Institute of Technology; Bachelor of Science, Stanford University",True,Master of Science," Massachusetts Institute of Technology; Bachelor of Science, Stanford University",-122.419906,37.7790262,sanjit-biswas
Lloyd Blankfein,1.1,United States,banking,2524,66.0,"New York, New York",United States,Married,3.0,"Bachelor of Arts/Science, Harvard University; Doctor of Jurisprudence, Harvard University",True,Bachelor of Arts/Science," Harvard University; Doctor of Jurisprudence, Harvard University",-74.00601519999999,40.7127281,lloyd-blankfein
Thomas Bruch,1.1,Germany,retail,2524,71.0,"St. Wendel, Germany",Germany,Married,3.0,,False,,,7.1696192,49.4669906,thomas-bruch
Cai Hongbin,1.1,China,pharmaceuticals,2524,,"Lianyungang, China",China,,,,True,,,119.215813,34.5978596,cai-hongbin
Cao Jianwei,1.1,China,semiconductors,2524,42.0,"Shangyu, China",China,,,,True,,,120.8641815,30.0348513,cao-jianwei
Chen Jiancheng,1.1,China,manufacturing,2524,62.0,"Shangyu, China",China,Married,,"Master of Arts, Zhejiang University",True,Master of Arts, Zhejiang University,120.8641815,30.0348513,chen-jiancheng
